id,genre_ids,original_language,overview,popularity,release_date,title,vote_average,vote_count,budget,revenue,runtime
526896,"{28,878,14}",en,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",72.385,2022-03-30,Morbius,6.1,3835,75000000.0,167500000.0,105
14574,"{18,10752,36}",en,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",72.269,2008-05-07,The Boy in the Striped Pyjamas,7.9,6685,12500000.0,20416563.0,94
39254,"{28,878,18}",en,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",72.097,2011-09-28,Real Steel,7.0,7718,110000000.0,299268508.0,127
857,"{18,36,10752}",en,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",71.945,1998-07-24,Saving Private Ryan,8.2,14924,70000000.0,481840909.0,169
972731,"{27,28,35}",en,"Undercover U.S. agent Bill Wilson makes the bust of his career taking down a cartel leader. Hiding the evidence in his home exposes his family to a brutal targeting on the night of the annual Purge, the deadliest night of the year.",71.87,2022-07-01,"2025: Blood, White & Blue",5.0,3,0.0,0.0,135
882598,"{27,9648,53}",en,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain. As an overwhelming terror begins taking over her life, Rose must confront her troubling past in order to survive and escape her horrifying new reality.",71.829,2022-09-23,Smile,6.7,2506,17000000.0,216100000.0,115
283995,"{878,12,28}",en,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,71.791,2017-04-19,Guardians of the Galaxy Vol. 2,7.6,20628,200000000.0,863756051.0,137
20352,"{10751,16,35}",en,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",71.751,2010-07-08,Despicable Me,7.2,14321,69000000.0,533700000.0,95
502345,"{16,12}",en,"As her world is shrouded in darkness, a young girl must overcome her fears and travel to a mysterious city of light, save her father from a dangerous scientist and prevent the destruction of her planet.",71.747,2023-10-05,Scarygirl,7.2,39,0.0,0.0,90
1126475,"{35,14}",en,"When Joan’s husband dies, she is shocked to discover he had invented an elixir which makes the drinker look young again. Sharing it with her two friends, the three women paint the town red but soon discover that they are no longer equipped to be young in the modern world.",71.635,2024-01-01,Arthur's Whisky,4.0,2,0.0,0.0,91
1186402,"{16,10751,10770}",en,Strawberry Shortcake and friends must solve the mystery of the big scary monster ruining the spooky season.,71.551,2023-09-22,Strawberry Shortcake and the Beast of Berry Bog,7.2,17,0.0,0.0,42
662167,{28},en,A skilled young female agent is tasked with capturing a rogue former agent before she can unleash a biological weapon starting with the wealthy and powerful purveyors of the international sex trade.,71.514,2020-09-29,Agent Jade Black,2.0,4,0.0,0.0,101
365620,"{18,36}",en,"Set during the summer of 1957. Ex-racecar driver, Enzo Ferrari, is in crisis. Bankruptcy stalks the company he and his wife, Laura, built from nothing ten years earlier. Their tempestuous marriage struggles with the mourning for one son and the acknowledgement of another.",71.311,2023-12-14,Ferrari,6.9,137,95000000.0,14700000.0,131
387820,"{10749,18}",ko,"Mi Na opens her new beauty salon. However, Mi Na doesn't reseive customers even though she has opend her salon for a while. Therefore, she tries to attract customers by implementing a sexy concept, which proves to be a jackpot.",71.263,2015-10-22,Strange Hair Salon,6.4,8,0.0,0.0,84
6479,"{18,878,53}",en,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",71.078,2007-12-12,I Am Legend,7.2,14921,150000000.0,585410052.0,101
10195,"{12,14,28}",en,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",70.929,2011-04-21,Thor,6.8,20260,150000000.0,449326618.0,115
842891,"{27,53}",en,"High school student Jane Shipley seeks to mend her splintering relationship with childhood best friend Merritt, and fit in with her rebellious peers. When Jane's math teacher oversteps his bounds, an apathetic high school administration forces Jane and Merritt to take matters into their own hands, driving their relationship into further turmoil and inciting deadly consequences.",70.873,2022-02-08,Student Body,4.7,24,0.0,0.0,88
109418,{35},en,"Lenny has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises—the last day of school.",70.804,2013-07-11,Grown Ups 2,6.1,4013,80000000.0,247022278.0,101
61979,"{10749,18}",es,"Story of two young people who belong to different worlds. It is the chronicle of a love improbable, almost impossible but inevitable dragging in a frantic journey they discover the first great love. Babi is a girl from upper-middle class that is educated in goodness and innocence . Hache is a rebellious boy, impulsive, unconscious, has a appetite for risk and danger embodied in endless fights and illegal motorbike races, the limit of common sense",70.789,2010-12-03,Three Steps Above Heaven,7.7,2836,0.0,0.0,122
1160025,"{53,35}",ar,"Stranded amid Riyadh's desert dunes, Sarah, a local Saudi girl, escapes heartaches and the vengeance of a vigorous camel after discreetly sneaking out of her parent's home for a romantic date that landed her astray.",70.782,2023-09-08,NAGA,6.0,13,0.0,0.0,113
254,"{12,18,28}",en,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",70.743,2005-12-12,King Kong,6.9,7414,207000000.0,562363449.0,187
381288,"{27,53}",en,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",70.352,2017-01-19,Split,7.3,16531,9000000.0,278454358.0,117
392044,"{9648,18,80}",en,Genius Belgian detective Hercule Poirot investigates the murder of an American tycoon aboard the Orient Express train.,70.238,2017-11-03,Murder on the Orient Express,6.7,9403,55000000.0,352800000.0,114
1036561,"{28,14,53}",en,"After being slain by a group of criminals, a man is reborn with animal-like superpowers and makes it his mission to right the wrongs of his city.",70.112,2022-11-03,Shadow Master,6.8,91,0.0,0.0,90
120467,"{35,18}",en,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",70.096,2014-02-26,The Grand Budapest Hotel,8.1,14025,30000000.0,174600318.0,100
629542,"{16,28,12,10751}",en,"When the Bad Guys, a crew of criminal animals, are finally caught after years of heists and being the world’s most-wanted villains, Mr. Wolf brokers a deal to save them all from prison.",70.008,2022-03-17,The Bad Guys,7.6,1775,80000000.0,250162278.0,100
12155,"{10751,14,12}",en,"Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny.",69.985,2010-03-03,Alice in Wonderland,6.6,13332,200000000.0,1025467110.0,108
420809,"{10751,14,12,28}",en,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",69.898,2019-10-16,Maleficent: Mistress of Evil,7.3,5784,185000000.0,491730089.0,119
296099,{35},en,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",69.884,2015-07-28,Vacation,6.3,3517,31000000.0,104400000.0,99
293167,"{28,12,14}",en,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",69.835,2017-03-08,Kong: Skull Island,6.5,9840,185000000.0,566652812.0,118
1081400,"{878,27}",en,"A businessman wakes up beside an ancient grist mill situated in the center of an open-air prison cell with no idea how he got there. Forced to work as a beast of burden to stay alive, he must find a way to escape before the birth of his child.",69.766,2023-10-09,The Mill,6.3,28,0.0,0.0,106
